App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,reviews_int,size_int,installs_int,price_int
BT One Mobile secure access,BUSINESS,3.4,54,5.7M,"10,000+",Free,0,Everyone,Business,"July 28, 2016",3.61,2.3.3 and up,2802.0,15000000.0,100000.0,0.0
Policy And FD Manager,FINANCE,4.3,20,4.8M,500+,Free,0,Everyone,Finance,"June 9, 2018",14,4.4 and up,,,,
Free CV Creator,TOOLS,3.9,37,21M,"10,000+",Free,0,Everyone,Tools,"July 18, 2018",1.3,4.4 and up,2208.0,4400000.0,500000.0,0.0
UNO ™ & Friends,GAME,4.1,1728557,Varies with device,"50,000,000+",Free,0,Everyone,Card,"September 20, 2017",Varies with device,Varies with device,2.0,3900000.0,50.0,1.76
I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,4.6,71269,49M,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 30, 2018",2.3.2,4.0.3 and up,3937.0,15000000.0,100000.0,0.0
Launcher Oreo 8.1,PERSONALIZATION,4.5,13466,3.4M,"500,000+",Free,0,Everyone,Personalization,"June 19, 2018",1.9,5.0 and up,288209.0,21000000.0,5000000.0,0.0
Service CU Mobile Banking,FINANCE,4.7,6208,14M,"100,000+",Free,0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up,20421.0,31000000.0,1000000.0,0.0
Awake Dating,DATING,5.0,2,70M,100+,Free,0,Mature 17+,Dating,"July 24, 2018",2.2.9,4.4 and up,358.0,1900000.0,50000.0,0.0
Final Fantasy XV: A New Empire,FAMILY,4.0,484858,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,305737.0,0.0,10000000.0,0.0
BC Wildflowers,FAMILY,4.4,7,81M,"1,000+",Free,0,Everyone,Education,"July 10, 2017",3.5,4.1 and up,382.0,3100000.0,100000.0,0.0
Funny Ringtones,PERSONALIZATION,4.4,7146,14M,"1,000,000+",Free,0,Everyone 10+,Personalization,"February 2, 2018",1.1,4.0 and up,5637451.0,59000000.0,100000000.0,0.0
DK Readers,FAMILY,3.9,30,16M,"1,000+",Free,0,Everyone,Education,"July 2, 2014",1.1,2.3 and up,974.0,33000000.0,10000.0,0.0
DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3M,"10,000+",Free,0,Everyone,Maps & Navigation,"January 26, 2015",1.0,1.5 and up,84779.0,8500000.0,5000000.0,0.0
WiFi FPV,FAMILY,3.8,316,19M,"100,000+",Free,0,Everyone,Entertainment,"June 1, 2017",1.8,2.2 and up,3263.0,47000000.0,1000000.0,0.0
Resume ( CV Editor ),BUSINESS,4.5,416,6.0M,"10,000+",Free,0,Everyone,Business,"June 30, 2018",1.2,4.0 and up,454412.0,0.0,10000000.0,0.0
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,315908,52M,"10,000,000+",Free,0,Everyone,Shopping,"August 1, 2018",5.21.1,4.1 and up,74819.0,0.0,100000000.0,0.0
RC City Police Heavy Traffic Racer,GAME,4.4,3250,27M,"1,000,000+",Free,0,Everyone,Racing,"July 19, 2018",1.2,4.0 and up,384602.0,88000000.0,10000000.0,0.0
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,12M,"100,000+",Paid,$0.99,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 and up,71.0,52000000.0,10000.0,0.0
MommyMeds,MEDICAL,3.2,45,21M,"5,000+",Paid,$3.99,Everyone,Medical,"November 15, 2017",2.0.1,6.0 and up,178497.0,9100000.0,10000000.0,0.0
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,4.3,8978,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 25, 2018",Varies with device,Varies with device,23175.0,41000000.0,1000000.0,0.0
funny Image Comments for FB,SOCIAL,3.9,19,15M,"5,000+",Free,0,Teen,Social,"February 13, 2018",2.0,4.1 and up,,,,
Bubble Shooter 2,GAME,4.3,23043,Varies with device,"5,000,000+",Free,0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up,8348.0,2600000.0,500000.0,0.0
Pocket Lab Values,MEDICAL,4.3,214,899k,"10,000+",Paid,$2.99,Everyone,Medical,"November 22, 2012",2.5,2.1 and up,315908.0,52000000.0,10000000.0,0.0
Flashlight Free w/ compass,TOOLS,4.0,75,1.9M,"10,000+",Free,0,Everyone,Tools,"March 15, 2017",2.5,2.2 and up,4704.0,37000000.0,100000.0,0.0
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,FAMILY,5.0,5,64M,100+,Free,0,Everyone,Entertainment,"January 19, 2018",1.1,4.4 and up,,,,
Facial Wrinkle Reduction,BEAUTY,4.6,184,21M,"10,000+",Free,0,Everyone,Beauty,"July 2, 2018",1.5,4.1 and up,66.0,2900000.0,10000.0,0.0
CR Magazine,BUSINESS,1.0,1,7.8M,100+,Free,0,Everyone,Business,"July 23, 2014",2.4.2,2.3.3 and up,127810.0,33000000.0,10000000.0,0.0
Card Wars Kingdom,FAMILY,4.3,920571,28M,"10,000,000+",Free,0,Everyone 10+,Card;Action & Adventure,"January 17, 2017",1.0.10,4.0.3 and up,32344.0,29000000.0,1000000.0,0.99
Threema,COMMUNICATION,4.5,51110,Varies with device,"1,000,000+",Paid,$2.99,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device,2.0,22000000.0,50.0,2.99
Geo Tracker - GPS tracker,TRAVEL_AND_LOCAL,4.5,42849,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"August 10, 2016",Varies with device,Varies with device,7232629.0,0.0,100000000.0,0.0
BD Internet Packages (Updated),COMMUNICATION,4.0,474,3.0M,"50,000+",Free,0,Everyone,Communication,"August 5, 2016",0.0.5,4.0 and up,190.0,12000000.0,10000.0,0.0
TerraGenesis - Space Colony,GAME,4.3,38957,Varies with device,"1,000,000+",Free,0,Everyone,Simulation,"August 2, 2018",4.9.31,Varies with device,51895.0,22000000.0,10000000.0,0.0
Dungeon Rush,FAMILY,4.0,28633,81M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"December 23, 2016",1.14.0,2.3 and up,63782.0,24000000.0,5000000.0,0.0
EY Staff ENTERTAINER,LIFESTYLE,4.3,218,19M,"10,000+",Free,0,Everyone,Lifestyle,"January 16, 2017",1.0.3,2.3 and up,,,,
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47M,"5,000+",Free,0,Everyone,Action,"July 2, 2018",1.1,4.1 and up,,,,
Thomas & Friends: Race On!,FAMILY,4.1,29319,26M,"5,000,000+",Free,0,Everyone,Casual;Action & Adventure,"May 18, 2018",2.4,4.4 and up,1.0,5600000.0,10.0,0.0
EJ Elite Prospects League,SPORTS,3.3,3,12M,"1,000+",Free,0,Everyone,Sports,"February 23, 2018",5.5.4,4.1 and up,,,,
Block City Wars + skins export,FAMILY,4.5,762706,28M,"10,000,000+",Free,0,Teen,Simulation,"March 30, 2018",6.7.5,4.0 and up,292.0,7900000.0,10000.0,0.0
I am Rich Premium Plus,FINANCE,4.6,459,2.0M,"10,000+",Paid,$18.99,Everyone,Finance,"February 17, 2018",1.1,4.0.3 and up,22.0,25000000.0,1000.0,0.0
Smoke Effect Name Art Maker-Avatar Text Art Editor,PERSONALIZATION,4.3,1961,6.6M,"100,000+",Free,0,Everyone,Personalization,"June 29, 2018",1.0,4.1 and up,,,,
Online Chat Girls Meet,DATING,4.7,18,5.0M,500+,Free,0,Mature 17+,Dating,"July 25, 2018",8.2,4.0.3 and up,2363.0,6600000.0,100000.0,0.0
Alif Ba Ta Song - Arabic Kids,FAMILY,4.5,227,15M,"50,000+",Free,0,Everyone,Educational;Education,"February 24, 2018",1.0,2.3 and up,33.0,33000000.0,1000.0,0.0
cloudLibrary,BOOKS_AND_REFERENCE,4.0,10774,35M,"100,000+",Free,0,Everyone,Books & Reference,"June 28, 2018",3.8.10,4.1 and up,22.0,23000000.0,1000.0,0.0
EO Global,BUSINESS,2.6,13,8.9M,"1,000+",Free,0,Everyone,Business,"October 20, 2016",3.2,4.1 and up,,,,
CI Dictionary,FAMILY,4.6,31,3.2M,"1,000+",Free,0,Everyone,Education,"September 1, 2015",1.0,4.0.3 and up,12759815.0,15000000.0,100000000.0,0.0
Car G-Force Meter,TOOLS,4.2,184,1.3M,"10,000+",Free,0,Everyone,Tools,"July 29, 2017",2.23,4.0 and up,62301.0,72000000.0,5000000.0,0.0
slither.io,GAME,4.4,5231553,Varies with device,"100,000,000+",Free,0,Everyone,Action,"November 14, 2017",Varies with device,2.3 and up,96.0,54000000.0,10000.0,0.0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7657490,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device,2506.0,0.0,50000.0,3.99
Official Madhuban Murli,LIFESTYLE,4.9,301,25M,"10,000+",Free,0,Everyone,Lifestyle,"July 21, 2018",1.1.2,4.4 and up,64.0,3300000.0,50000.0,0.0
mobileRx Pharmacy,MEDICAL,2.5,124,43M,"10,000+",Free,0,Everyone,Medical,"January 13, 2017",3.0.2,3.0 and up,16016.0,6900000.0,1000000.0,0.0
Mobizen Screen Recorder for SAMSUNG,VIDEO_PLAYERS,4.4,953894,37M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"April 26, 2018",3.5.1.8,Varies with device,5262.0,26000000.0,100000.0,0.0
Word Search Games in english,FAMILY,4.3,63186,16M,"10,000,000+",Free,0,Everyone,Puzzle;Brain Games,"July 12, 2018",7.5,4.0.3 and up,3781770.0,0.0,100000000.0,0.0
NCAA March Madness Live,SPORTS,4.1,34123,19M,"5,000,000+",Free,0,Everyone,Sports,"March 30, 2018",7.1.0,5.0 and up,26941.0,0.0,5000000.0,0.0
hum app,MAPS_AND_NAVIGATION,4.4,10218,78M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",5.072.1830.2,4.2 and up,680.0,60000000.0,50000.0,0.0
Makeup Editor -Beauty Photo Editor & Selfie Camera,PHOTOGRAPHY,4.5,3378,30M,"1,000,000+",Free,0,Mature 17+,Photography,"July 25, 2018",1.7,4.1 and up,5783441.0,14000000.0,100000000.0,0.0
AV Tools Pro,TOOLS,4.3,35,Varies with device,"1,000+",Paid,$2.49,Everyone,Tools,"September 22, 2016",Varies with device,Varies with device,5546.0,85000000.0,100000.0,0.0
SDA Collegiate Quarterly,BOOKS_AND_REFERENCE,4.5,8,5.1M,500+,Free,0,Everyone,Books & Reference,"July 13, 2018",1.2,4.4 and up,6547.0,16000000.0,100000.0,0.0
Get Free V-bucks_fortnite Hints,FAMILY,4.7,1997,1.8M,"5,000+",Free,0,Everyone,Entertainment,"July 21, 2018",1.0,4.4 and up,3.0,5300000.0,10.0,2.99
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4.0,319692,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,5.0 and up,10658.0,58000000.0,1000000.0,0.0
NPR One,NEWS_AND_MAGAZINES,3.9,13217,8.8M,"1,000,000+",Free,0,Teen,News & Magazines,"August 3, 2018",1.8.7.0,5.0 and up,11393.0,8700000.0,1000000.0,0.0
OE TRACKER CE Attendance App,MEDICAL,3.4,16,7.8M,"5,000+",Free,0,Everyone,Medical,"March 20, 2018",1.3.0,4.4 and up,623.0,3000000.0,100000.0,0.0
Monica Toy TV,FAMILY,4.7,6188,49M,"500,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"April 3, 2018",1.6.4,4.1 and up,60562.0,15000000.0,5000000.0,0.0
imo free video calls and chat,COMMUNICATION,4.3,4785892,11M,"500,000,000+",Free,0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,2876500.0,24000000.0,100000000.0,0.0
PhotoWonder: Pro Beauty Photo Editor Collage Maker,PHOTOGRAPHY,4.4,852649,43M,"50,000,000+",Free,0,Teen,Photography,"June 26, 2018",4.1.0.1,4.2 and up,5383985.0,16000000.0,100000000.0,0.0
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310095,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,685.0,21000000.0,50000.0,0.0
Alarm Clock Free,TOOLS,4.0,59973,11M,"10,000,000+",Free,0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,9951.0,96000000.0,1000000.0,0.0
FunnyPixels - Color by number Sandbox,FAMILY,4.6,1977,3.8M,"100,000+",Free,0,Everyone,Entertainment,"February 21, 2018",1.0.4,4.0.3 and up,371318.0,90000000.0,10000000.0,0.0
Menstrual Calendar Premium,MEDICAL,4.4,4207,Varies with device,"50,000+",Paid,$3.99,Everyone,Medical,"July 26, 2013",Varies with device,Varies with device,1558.0,21000000.0,100000.0,0.0
CG Freelancer,NEWS_AND_MAGAZINES,4.7,10,2.3M,"1,000+",Free,0,Everyone,News & Magazines,"July 30, 2014",2.0.1,4.1 and up,3397.0,9500000.0,50000.0,3.99
Emoji Android L Keyboard,PRODUCTIVITY,4.0,11535,6.8M,"1,000,000+",Free,0,Everyone,Productivity,"December 7, 2017",1.42,4.0 and up,20476.0,28000000.0,1000000.0,0.0
HBO GO: Stream with TV Package,FAMILY,3.8,87734,32M,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,3988.0,11000000.0,1000000.0,0.0
ZArchiver,TOOLS,4.5,337242,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"February 16, 2018",Varies with device,Varies with device,258717.0,9400000.0,10000000.0,0.0
Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2M,"100,000+",Free,0,Everyone,Maps & Navigation,"June 26, 2018",1.39,4.1 and up,1162.0,7300000.0,100000.0,0.0
AE Bubble:Offline Bubble Games,FAMILY,4.2,6973,Varies with device,"100,000+",Free,0,Everyone,Casual,"October 20, 2017",Varies with device,Varies with device,56.0,2300000.0,10000.0,0.0
Hide N Seek : Mini Game,GAME,3.8,4719,54M,"500,000+",Free,0,Everyone,Action,"July 8, 2018",5.1.3,4.1 and up,130063.0,5600000.0,10000000.0,0.0
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25M,"1,000,000+",Free,0,Everyone,Business,"July 27, 2018",1.12.5,4.0 and up,46505.0,19000000.0,1000000.0,0.0
Porch DV,HOUSE_AND_HOME,2.8,5,13M,"1,000+",Free,0,Everyone,House & Home,"June 2, 2018",1.0,4.1 and up,,,,
Baby Monitor AV,COMMUNICATION,3.3,1434,9.5M,"100,000+",Free,0,Everyone,Communication,"March 6, 2014",1.2.5,2.3 and up,70335.0,58000000.0,500000.0,0.0
NEW Theme for Phone X,PERSONALIZATION,4.7,8642,3.7M,"500,000+",Free,0,Everyone,Personalization,"May 22, 2018",1.1.6,4.0 and up,1363.0,26000000.0,100000.0,0.0
R Instructor,FAMILY,4.1,135,4.9M,"1,000+",Paid,$4.84,Everyone,Education,"February 21, 2014",2.03,3.0 and up,37.0,15000000.0,5000.0,0.0
Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,4.4,121,8.7M,"10,000+",Free,0,Everyone,Books & Reference,"December 23, 2016",1.1.2,4.1 and up,106.0,24000000.0,5000.0,0.0
FD VR - Virtual Photo Gallery,FAMILY,3.5,179,7.4M,"10,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,,,,
DF Glue Board,PARENTING,5.0,1,27M,10+,Free,0,Everyone,Parenting,"January 19, 2018",Glueboardv.6,4.2 and up,32.0,2700000.0,1000.0,0.0
studentsLife by FH Kärnten,FAMILY,4.4,108,Varies with device,"5,000+",Free,0,Everyone,Education,"March 30, 2018",4.0.1,4.4 and up,,,,
MadLipz,FAMILY,4.6,171017,13M,"10,000,000+",Free,0,Teen,Entertainment,"July 22, 2018",2.2.2,4.4 and up,33.0,3400000.0,5000.0,0.0
Tastely,FOOD_AND_DRINK,4.7,611136,19M,"10,000,000+",Free,0,Everyone,Food & Drink,"July 13, 2018",3.2.0d,4.0.3 and up,5038.0,10000000.0,500000.0,0.0
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4M,"10,000+",Paid,$3.99,Everyone,Medical,"January 8, 2017",2.1,2.1 and up,4158.0,23000000.0,500000.0,0.0
Shoot Hunter-Gun Killer,GAME,4.3,320334,27M,"50,000,000+",Free,0,Teen,Action,"August 8, 2018",1.1.2,4.1 and up,,,,
El Pollo Loco - Loco Rewards,FOOD_AND_DRINK,4.0,848,25M,"100,000+",Free,0,Everyone,Food & Drink,"February 23, 2018",2.1,4.1 and up,,,,
Social network all in one 2018,SOCIAL,4.3,1403,3.7M,"100,000+",Free,0,Everyone,Social,"January 30, 2018",1.0,4.0 and up,82883.0,0.0,5000000.0,0.0
BM SPM Practice,FAMILY,5.0,6,9.2M,"1,000+",Free,0,Everyone,Education,"January 24, 2018",1.0,4.1 and up,82.0,1700000.0,500.0,0.99
HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755,17M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 16, 2018",4.0.3,4.1 and up,,,,
【Miku AR Camera】Mikuture,FAMILY,4.4,36268,41M,"1,000,000+",Free,0,Teen,Entertainment,"April 25, 2017",3.0.15,4.2 and up,18.0,496000.0,1000.0,0.0
Tech CU Card Manager,FINANCE,1.0,2,7.2M,"1,000+",Free,0,Everyone,Finance,"July 25, 2017",1.0.1,4.0 and up,80904.0,16000000.0,5000000.0,0.0
BT Mobile,MAPS_AND_NAVIGATION,3.9,22,3.2M,"1,000+",Free,0,Everyone,Maps & Navigation,"July 4, 2018",2.2,4.1 and up,1151.0,8300000.0,10000.0,0.0
Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,4.6,652940,90M,"10,000,000+",Free,0,Teen,Sports,"July 5, 2018",1.3.5,4.1 and up,1166.0,350000.0,100000.0,0.0
CM S Pen Add-on(ROOT),TOOLS,3.6,373,122k,"10,000+",Free,0,Everyone,Tools,"February 24, 2017",1.0.9,4.1 and up,1060.0,2500000.0,100000.0,0.0
Download Video Free,FAMILY,4.0,39682,6.2M,"1,000,000+",Free,0,Everyone,Entertainment,"April 3, 2018",3.5.5,4.1 and up,76.0,35000000.0,10000.0,0.0
dv Prompter,VIDEO_PLAYERS,3.7,321,1.3M,"50,000+",Free,0,Everyone,Video Players & Editors,"March 14, 2017",1.2.9,4.2 and up,,,,
Kung Fu Do Fighting,GAME,4.0,271214,Varies with device,"10,000,000+",Free,0,Teen,Arcade,"July 25, 2018",Varies with device,Varies with device,1619.0,43000000.0,500000.0,0.0
CA Speakers Free,LIFESTYLE,4.8,74,2.9M,"5,000+",Free,0,Teen,Lifestyle,"September 30, 2015",1.6,2.3.3 and up,148715.0,3300000.0,10000000.0,0.0
E-Z App™ Train Control,TOOLS,4.3,33,46M,"1,000+",Free,0,Everyone,Tools,"December 6, 2016",1.0,4.3 and up,,,,
Rabbithole,FAMILY,3.5,3347,15M,"100,000+",Free,0,Everyone,Entertainment,"July 18, 2018",1.1.15.12,4.4 and up,28.0,7300000.0,1000.0,0.0
DWWW 774 Ultimate AM Radio,NEWS_AND_MAGAZINES,4.7,327,31M,"10,000+",Free,0,Everyone,News & Magazines,"June 26, 2018",4.0.9,4.1 and up,63765.0,11000000.0,1000000.0,0.0
AK 47 Live Wallpaper,PERSONALIZATION,4.1,585,4.4M,"50,000+",Free,0,Everyone,Personalization,"June 20, 2018",1.3,4.1 and up,11.0,17000000.0,1000.0,0.0
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,Varies with device,"100,000+",Free,0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,18669.0,4099999.0,1000000.0,0.0
Weapons simulator AK-47,FAMILY,4.1,21,26M,"5,000+",Free,0,Everyone,Simulation,"May 15, 2017",1,4.1 and up,101762.0,11000000.0,1000000.0,0.0
Bixby Button Remapper - bxActions,TOOLS,4.3,13064,4.6M,"1,000,000+",Free,0,Everyone,Tools,"May 23, 2018",4.72,7.0 and up,19.0,22000000.0,1000.0,4.99
Bad Piggies HD,FAMILY,4.4,764967,69M,"10,000,000+",Free,0,Everyone,Puzzle,"July 5, 2018",2.3.4,4.1 and up,,,,
AF Comics Reader - Free,COMICS,2.8,5,4.1M,100+,Free,0,Everyone,Comics,"November 10, 2017",1.0,4.1 and up,1520.0,5200000.0,100000.0,0.0
Facebook Lite,SOCIAL,4.3,8606259,Varies with device,"500,000,000+",Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,133833.0,34000000.0,10000000.0,0.0
Learn Bulgarian Free,FAMILY,4.7,3049,Varies with device,"50,000+",Free,0,Everyone,Education,"May 4, 2018",Varies with device,Varies with device,294.0,153000.0,10000.0,0.0
Hello Kitty Nail Salon,FAMILY,4.2,369378,24M,"50,000,000+",Free,0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up,5521.0,22000000.0,100000.0,0.0
Map My Ride GPS Cycling Riding,HEALTH_AND_FITNESS,4.5,106547,54M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up,7869.0,21000000.0,1000000.0,0.0
Q-slope,TOOLS,4.5,2,3.9M,50+,Paid,$1.76,Everyone,Tools,"December 3, 2017",5.0,4.3 and up,18.0,3600000.0,1000.0,0.0
OneTouch Reveal,MEDICAL,3.9,6266,34M,"500,000+",Free,0,Everyone,Medical,"May 22, 2018",3.5,5.1 and up,6212081.0,15000000.0,100000000.0,0.0
UP EB Bill Payment & Details,SOCIAL,5.0,3,2.4M,50+,Free,0,Teen,Social,"July 11, 2018",2.0,4.0 and up,,,,
White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73M,"500,000+",Free,0,Everyone,Health & Fitness,"July 29, 2018",4.8.0,4.4 and up,1534466.0,0.0,50000000.0,0.0
DP Display Pictures Life Quotes Motivational GM,SOCIAL,4.4,39,11M,"5,000+",Free,0,Everyone,Social,"January 1, 2018",20,4.1 and up,17.0,6100000.0,5000.0,0.0
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,4.1,1019,39M,"100,000+",Free,0,Teen,Action,"July 23, 2018",1.0.7,4.1 and up,31970.0,77000000.0,1000000.0,0.0
The Walking Dead: Road to Survival,GAME,4.2,522466,37M,"10,000,000+",Free,0,Mature 17+,Role Playing,"June 19, 2018",12.0.4.62276,4.0.3 and up,248.0,26000000.0,5000.0,2.99
ZArchiver Donate,TOOLS,4.8,1721,Varies with device,"10,000+",Paid,$2.50,Everyone,Tools,"February 16, 2018",Varies with device,Varies with device,82857.0,0.0,5000000.0,0.0
One Night at Golden Freddy's,GAME,3.3,2717,4.0M,"100,000+",Free,0,Teen,Action,"December 7, 2017",0.1,2.3 and up,70.0,1900000.0,10000.0,0.0
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,127223.0,7600000.0,10000000.0,0.0
Mobile Legends: Bang Bang,GAME,4.4,8219586,99M,"100,000,000+",Free,0,Teen,Action,"July 24, 2018",1.2.97.3042,4.0.3 and up,55.0,8000000.0,500.0,0.0
Grim Tales: The Wishes CE,GAME,4.3,4923,20M,"100,000+",Free,0,Everyone 10+,Adventure,"August 26, 2015",1.0.0,2.3.3 and up,694.0,3800000.0,100000.0,0.0
BP Scanner Prank,FAMILY,4.1,157,7.0M,"50,000+",Free,0,Everyone,Entertainment,"September 20, 2016",1.2,4.0.3 and up,88.0,5300000.0,10000.0,0.0
CA UIM Mobile,BUSINESS,3.2,54,7.7M,"1,000+",Free,0,Everyone,Business,"February 29, 2016",8.4.1,4.0 and up,16192.0,1600000.0,1000000.0,0.0
Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64,15M,"10,000+",Free,0,Everyone,Productivity,"October 16, 2017",4.2,4.4 and up,25.0,6000000.0,1000.0,3.99
"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,4.3,37711,40M,"1,000,000+",Free,0,Everyone,House & Home,"July 31, 2018",2.51.0,4.4 and up,461137.0,60000000.0,10000000.0,0.0
Timely Alarm Clock,LIFESTYLE,4.3,258717,9.4M,"10,000,000+",Free,0,Everyone,Lifestyle,"September 25, 2017",1.3.1,4.0.3 and up,164.0,33000000.0,10000.0,0.0
EZ-VPNGate,TOOLS,4.3,36,12M,"5,000+",Free,0,Everyone,Tools,"August 21, 2017",1.0.7,4.0.3 and up,,,,
CJmall,SHOPPING,3.7,18253,10M,"10,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",6.3.8,4.1 and up,6.0,2700000.0,100.0,0.0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7671249,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device,7614407.0,70000000.0,100000000.0,0.0
Top Mercato: football news,SPORTS,4.3,16016,6.9M,"1,000,000+",Free,0,Everyone,Sports,"January 7, 2016",2.7.0,4.2 and up,1488397.0,0.0,100000000.0,0.0
"Police Lights, Sirens & Follow Me",AUTO_AND_VEHICLES,4.5,737,8.9M,"100,000+",Free,0,Everyone,Auto & Vehicles,"June 8, 2018",2.3.5.1,4.1 and up,994.0,2900000.0,100000.0,0.0
Web Browser,COMMUNICATION,4.2,10965,2.3M,"500,000+",Free,0,Everyone,Communication,"February 2, 2015",2.0,3.0 and up,313724.0,0.0,10000000.0,0.0
AJ Player,VIDEO_PLAYERS,4.8,18,1.7M,100+,Free,0,Everyone,Video Players & Editors,"April 22, 2018",1.6.3.1,5.0 and up,28892.0,6300000.0,5000000.0,0.0
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,408.0,60000000.0,50000.0,0.0
Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,60M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 3, 2018",04.08.00,4.4 and up,53.0,2000000.0,5000.0,0.0
OK cashbag [point of pleasure],LIFESTYLE,3.7,33264,18M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 15, 2018",6.2.1,4.0 and up,592504.0,0.0,50000000.0,0.0
F & M Mobile Banking,FINANCE,4.0,43,13M,"5,000+",Free,0,Everyone,Finance,"February 20, 2018",4.5.0,4.0 and up,56.0,26000000.0,10000.0,0.99
SONIC Drive-In,FOOD_AND_DRINK,4.3,19314,43M,"1,000,000+",Free,0,Everyone,Food & Drink,"July 31, 2018",3.3.6,4.4 and up,39189.0,0.0,1000000.0,0.0
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.5,26102,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device,34336.0,0.0,1000000.0,0.0
AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4M,"1,000,000+",Free,0,Everyone,Productivity,"November 22, 2016",2.1.7.3,3.0 and up,6.0,33000000.0,500.0,0.0
RoboPad++,FAMILY,4.4,77,10M,"10,000+",Free,0,Everyone,Education,"July 7, 2017",1.6,2.3 and up,54.0,4300000.0,10000.0,0.0
Business Calendar 2,PRODUCTIVITY,4.6,102594,15M,"5,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,10.0,6100000.0,100.0,3.88
Digi Dex for DW Next Order @PS4,TOOLS,4.2,155,16M,"10,000+",Free,0,Everyone,Tools,"February 24, 2018",1.3,5.0 and up,,,,
